ID Sire Dam CG Ultra WT1 WT2 FI GAIN FCR RFI
186830475 Sire_179543943 Dam_179976868 186_4_179_M_F 36.47 1810 2598 1224 788 1.553 -84.28
186830477 Sire_179543943 Dam_179976868 186_4_179_M_M 46.92 2296 3335 1587 1039 1.527 -78.44
186830479 Sire_179543943 Dam_179978918 186_4_179_M_F 35.67 1954 2677 1233 723 1.705 -40.84
186830485 Sire_179542980 Dam_179541681 186_4_179_M_M 38.31 2225 3134 1573 909 1.73 53.28
186830489 Sire_179542980 Dam_179544716 186_4_179_M_F 34.42 1805 2238 854 433 1.972 -82.52
186830493 Sire_179542980 Dam_179974672 186_4_179_M_F 33.2 1820 2610 1383 790 1.751 70.32
186830501 Sire_179979127 Dam_179542117 186_4_179_M_F 37.38 1863 2550 1268 687 1.846 52.86
186830503 Sire_179979127 Dam_179971697 186_4_179_M_F 42.65 1819 2392 1162 573 2.028 76.08
186830505 Sire_179979127 Dam_179971697 186_4_179_M_F 37.3 1931 2700 1230 769 1.599 -86.52
186830515 Sire_179972288 Dam_179970740 186_4_179_M_F 42.09 2003 2622 1160 619 1.874 -16.64
186830521 Sire_179972288 Dam_179971398 186_4_179_M_F 36.17 1933 2476 1012 543 1.864 -69.06
186830527 Sire_179972288 Dam_179974669 186_4_179_M_M 42.25 2208 3150 1492 942 1.584 -58.73
186830539 Sire_179972288 Dam_179979284 186_4_179_M_F 32.24 1792 2530 1170 738 1.585 -81.9
186830555 Sire_179544186 Dam_179976881 186_4_179_M_M 45.83 2199 3084 1497 885 1.692 6.39
186830561 Sire_179974186 Dam_179967928 186_4_179_M_F 36.66 1798 2368 1084 570 1.902 6.09
186830569 Sire_179974186 Dam_179970814 186_4_179_M_F 46.15 1812 2505 1111 693 1.603 -98.57
186830587 Sire_179974186 Dam_179975970 186_4_179_M_F 33.16 1848 2586 1290 738 1.748 25.1
186830605 Sire_179977396 Dam_179969026 186_4_179_M_F 37.31 1760 2373 1105 613 1.803 -8.98
186830647 Sire_179968186 Dam_179540968 186_4_179_M_F 39.95 1864 2400 1039 536 1.938 -18.74
186830659 Sire_179543417 Dam_179973437 186_4_179_M_M 50.5 2180 3200 1564 1020 1.533 -62.12
186830661 Sire_179544599 Dam_179541467 186_4_179_M_F 36.92 1906 2783 1394 877 1.59 -29.47
186830677 Sire_179544599 Dam_179973549 186_4_179_M_M 40.98 2210 3122 1490 912 1.634 -30.24
186830707 Sire_179979546 Dam_179969291 186_4_179_M_F 41 1846 2553 1302 707 1.842 69.93
186830741 Sire_179979112 Dam_179979543 186_4_179_M_F 44.16 1814 2550 1295 736 1.76 40.08
186830757 Sire_179543793 Dam_179970752 186_4_179_M_F 37.68 1844 2277 976 433 2.254 30.43
186830767 Sire_179543793 Dam_179973673 186_4_179_M_F 29.85 1726 2332 1046 606 1.726 -52.78
186830769 Sire_179543793 Dam_179973673 186_4_179_M_F 39.71 1796 2543 1230 747 1.647 -32.22
186830787 Sire_179971797 Dam_179543385 186_4_179_M_F 33.71 1904 2706 1432 802 1.786 87.29
186830791 Sire_179971797 Dam_179968850 186_4_179_M_F 34.89 1998 2562 1264 564 2.241 145.93
186830793 Sire_179971797 Dam_179968850 186_4_179_M_F 38.46 1826 2538 1219 712 1.712 -13.65
186830797 Sire_179971797 Dam_179975137 186_4_179_M_F 35.65 1888 2407 1063 519 2.048 17.44
186830799 Sire_179971797 Dam_179976915 186_4_179_M_F 31.53 1826 2450 1148 624 1.84 7.22
186830811 Sire_179971797 Dam_179979199 186_4_179_M_F 35.87 1892 2638 1240 746 1.662 -43.46
186830823 Sire_179979078 Dam_179968329 186_4_179_M_F 42.68 1771 2446 1131 675 1.676 -50.26
186830827 Sire_179979078 Dam_179969269 186_4_179_M_F 43.01 1780 2456 1223 676 1.809 38.61
186830833 Sire_179979078 Dam_179979982 186_4_179_M_M 45.67 2224 3129 1653 905 1.827 137.57
186830835 Sire_179542091 Dam_179969247 186_4_179_M_F 30.2 1874 2786 1442 912 1.581 -10.58
186830849 Sire_179542091 Dam_179975017 186_4_179_M_M 44.28 2230 2928 1244 698 1.782 -59.7
186830859 Sire_178965556 Dam_178954032 186_4_178_O_F 34.11 1834 2660 1372 826 1.661 18.48
186830861 Sire_178965556 Dam_178957148 186_4_178_O_F 36.49 1994 2774 1468 780 1.882 125.37
186830875 Sire_178965556 Dam_178966355 186_4_178_O_F 38.04 1768 2476 1166 708 1.647 -49.01
186830881 Sire_178965556 Dam_178967073 186_4_178_O_F 40.47 1968 2540 1152 572 2.014 32.54
186830883 Sire_178958302 Dam_178961081 186_4_178_O_F 37.86 1826 2395 1152 569 2.025 68.63
186830887 Sire_178958302 Dam_178957642 186_4_178_O_F 29.88 1981 2664 1305 683 1.911 66.65
186830893 Sire_178958302 Dam_178962219 186_4_178_O_F 36.37 1816 2206 908 390 2.328 13.82
186830895 Sire_178958302 Dam_178966615 186_4_178_O_M 39.24 2246 3120 1605 874 1.836 117.67
186830915 Sire_178961449 Dam_178959923 186_4_178_O_F 40.12 1920 2520 1078 600 1.797 -59.55
186830935 Sire_178956159 Dam_178954845 186_4_178_O_F 34.26 1928 2688 1358 760 1.787 51.57
186830943 Sire_178956159 Dam_178967220 186_4_178_O_F 41.76 1786 2468 1269 682 1.861 76.95
186830949 Sire_178956159 Dam_178963388 186_4_178_O_F 30.96 1821 2412 1143 591 1.934 37.83
186830953 Sire_178956159 Dam_178963974 186_4_178_O_M 44.23 2272 3227 1513 955 1.584 -62.01
186830981 Sire_178967068 Dam_178964409 186_4_178_O_F 33.3 1938 2691 1253 753 1.664 -48.45
186830991 Sire_178956865 Dam_178953170 186_4_178_O_F 39.79 1854 2452 1204 598 2.013 83.86
186830995 Sire_178956865 Dam_178954900 186_4_178_O_M 41.38 2164 3200 1630 1036 1.573 -9.84
186830999 Sire_178956865 Dam_178957628 186_4_178_O_M 43.68 2246 3102 1442 856 1.685 -26.83
186831013 Sire_178956865 Dam_178966631 186_4_178_O_F 38.42 1730 2464 1194 734 1.627 -39.34
186831027 Sire_178954846 Dam_178960456 186_4_178_O_F 42.08 1916 2418 1059 502 2.11 24.69
186831031 Sire_178954846 Dam_178954901 186_4_178_O_F 38.68 1841 2540 1236 699 1.768 13.44
186831053 Sire_178954076 Dam_178955200 186_4_178_O_F 32.71 1906 2630 1304 724 1.801 40.26
186831063 Sire_178954076 Dam_178961322 186_4_178_O_F 41.25 1918 2647 1301 729 1.785 29.25
186831065 Sire_178954076 Dam_178966194 186_4_178_O_F 27.74 1829 2480 1204 651 1.849 34.33
186831081 Sire_178959889 Dam_178963908 186_4_178_O_F 35.68 1936 2372 986 436 2.261 15.95
186831095 Sire_178964030 Dam_178960300 186_4_178_O_F 44.26 1874 2621 1336 747 1.788 55.67
186831103 Sire_178964030 Dam_178962204 186_4_178_O_F 34.24 1756 2442 1230 686 1.793 40.74
186831107 Sire_178964030 Dam_178965577 186_4_178_O_F 42.49 1838 2527 1211 689 1.758 -0.42
186831115 Sire_178964846 Dam_178954841 186_4_178_O_F 35.05 1894 2658 1216 764 1.592 -86.72
186831121 Sire_178964846 Dam_178959782 186_4_178_O_M 45.03 2366 3421 1703 1055 1.614 9.17
186831127 Sire_178964846 Dam_178961686 186_4_178_O_F 26.06 1826 2586 1225 760 1.612 -57.76
186831143 Sire_178955883 Dam_178953649 186_4_178_O_F 34.72 1880 2494 1024 614 1.668 -118.9
186831157 Sire_178955883 Dam_178958863 186_4_178_O_F 34.24 1811 2718 1410 907 1.555 -22.74
186831175 Sire_178962202 Dam_178955012 186_4_178_O_F 38.18 1869 2282 955 413 2.312 24.51
186831197 Sire_178954336 Dam_178958851 186_4_178_O_M 43.73 2189 2914 1288 725 1.777 -36.46
186831203 Sire_178954336 Dam_178960578 186_4_178_O_F 40.13 1832 2468 1151 636 1.81 -3.7
186831207 Sire_178954336 Dam_178954855 186_4_178_O_M 37.98 2204 3180 1531 976 1.569 -53.99
186831219 Sire_178953078 Dam_178953268 186_4_178_O_F 29 1771 2488 1277 717 1.781 51.9
186831245 Sire_178961678 Dam_178963910 186_4_178_O_F 38.92 1908 2684 1203 776 1.55 -115.5
186831255 Sire_178961678 Dam_178966942 186_4_178_O_F 40.16 1883 2660 1291 777 1.662 -22.73
186831267 Sire_178964808 Dam_178955373 186_4_178_O_M 38.87 2196 3036 1451 840 1.727 7.15
186831271 Sire_178964808 Dam_178959224 186_4_178_O_F 33.76 1816 2412 1054 596 1.768 -55.23
186831275 Sire_178964808 Dam_178960121 186_4_178_O_F 36.47 1782 2495 1348 713 1.891 124.52
186831277 Sire_178964808 Dam_178960121 186_4_178_O_M 44.34 2211 3160 1647 949 1.736 88.56
186831285 Sire_178964808 Dam_178964282 186_4_178_O_F 29.41 1852 2383 1020 531 1.921 -29.73
186831289 Sire_178964808 Dam_178966643 186_4_178_O_F 38.94 1871 2478 1144 607 1.885 10.52
186831321 Sire_178958031 Dam_178961044 186_4_178_O_F 40.55 1868 2678 1507 810 1.86 162.3
186831323 Sire_178958031 Dam_178961677 186_4_178_O_F 43.34 1880 2622 1275 742 1.718 -1.5
186831331 Sire_178958031 Dam_178965293 186_4_178_O_F 40.24 1840 2618 1267 778 1.629 -37.8
186831333 Sire_178958031 Dam_178965293 186_4_178_O_F 41.88 1816 2540 1209 724 1.67 -33.86
186831335 Sire_178958031 Dam_178965293 186_4_178_O_F 37.39 1814 2665 1327 851 1.559 -47.97
186831341 Sire_181565045 Dam_181809023 186_5_181_V_F 34.46 1766 2376 1092 610 1.79 64.36
186831355 Sire_181807924 Dam_181980673 186_5_181_V_F 38.83 2028 2760 1276 732 1.743 56.23
186831357 Sire_181807924 Dam_181980673 186_5_181_V_F 41.25 1970 2886 1365 916 1.49 -14.08
186831363 Sire_181980766 Dam_181800144 186_5_181_V_F 38.14 1824 2432 1090 608 1.793 47.58
186831367 Sire_181980766 Dam_181801391 186_5_181_V_F 40.71 1898 2512 1061 614 1.728 -8.47
186831369 Sire_181980766 Dam_181801578 186_5_181_V_F 32.21 1746 2434 1118 688 1.625 21.51
186831371 Sire_181980766 Dam_181802792 186_5_181_V_F 34.62 1950 2750 1332 800 1.665 69.64
186831381 Sire_181980766 Dam_181802792 186_5_181_V_F 37.15 1950 2748 1266 798 1.586 5.55
186831387 Sire_181800930 Dam_181563575 186_5_181_V_F 36.53 1968 2554 1212 586 2.068 149.16
186831399 Sire_181800930 Dam_181800149 186_5_181_V_F 41.28 1876 2446 1004 570 1.761 -17.04
186831401 Sire_181800930 Dam_181800149 186_5_181_V_M 38.21 2146 3176 1570 1030 1.524 77.63
186831405 Sire_181800930 Dam_181800229 186_5_181_V_F 39.3 1910 2690 1246 780 1.597 14.29
186831407 Sire_181800930 Dam_181802810 186_5_181_V_F 40.32 1890 2590 1178 700 1.683 28.57
186831409 Sire_181800930 Dam_181805413 186_5_181_V_F 41.11 1958 2584 1176 626 1.879 77.78
186831411 Sire_181800930 Dam_181805413 186_5_181_V_F 38.14 2038 2738 1334 700 1.906 141.96
186831417 Sire_181567224 Dam_181980346 186_5_181_V_F 36.73 1846 2566 1115 720 1.549 -40.89
186831425 Sire_181806424 Dam_181568947 186_5_181_V_F 37.83 1956 2606 1037 650 1.595 -83.6
186831435 Sire_181809161 Dam_181801579 186_5_181_V_M 38.03 2190 3028 1304 838 1.556 -36.41
186831453 Sire_181809161 Dam_181805304 186_5_181_V_F 34.62 1820 2586 1218 766 1.59 25.59
186831457 Sire_181809161 Dam_181806197 186_5_181_V_M 39.71 2262 3070 1246 808 1.542 -89.92
186831459 Sire_181809161 Dam_181806537 186_5_181_V_F 39.09 1990 2684 1096 694 1.579 -76.48
186831467 Sire_181805533 Dam_181565952 186_5_181_V_M 38.69 2106 3176 1570 1070 1.467 55.09
186831485 Sire_181805533 Dam_181807923 186_5_181_V_F 35.24 1832 2604 1316 772 1.705 114.4
186831499 Sire_181565043 Dam_181803187 186_5_181_V_F 39.45 1916 2698 1217 782 1.556 -18.35
186831505 Sire_181565043 Dam_181804756 186_5_181_V_F 31.8 1826 2650 1166 824 1.415 -83.62
186831507 Sire_181565043 Dam_181807769 186_5_181_V_M 41.73 2172 3112 1458 940 1.551 35.27
186831511 Sire_181565043 Dam_181807769 186_5_181_V_F 30.09 1700 2496 1210 796 1.52 23.44
186831515 Sire_181565043 Dam_181980389 186_5_181_V_M 40.52 2232 3232 1450 1000 1.45 -42.03
186831531 Sire_181802793 Dam_181980765 186_5_181_V_F 36.6 1746 2476 1228 730 1.682 91.33
186831541 Sire_181806675 Dam_181566686 186_5_181_V_F 32.69 1768 2520 1161 752 1.544 -3.04
186831551 Sire_181806675 Dam_181565955 186_5_181_V_F 38.41 1978 2704 1223 726 1.685 23.36
186831557 Sire_181806675 Dam_181807038 186_5_181_V_F 32.86 1650 2162 893 512 1.744 -7.49
186831567 Sire_181806675 Dam_181808546 186_5_181_V_F 35.35 1722 2406 1208 684 1.766 122.25
186831581 Sire_181806368 Dam_181566574 186_5_181_V_F 41.55 2036 2890 1324 854 1.55 -14.78
186831595 Sire_181806368 Dam_181806010 186_5_181_V_F 40.72 1862 2628 1255 766 1.638 50.5
186831599 Sire_181806368 Dam_181807800 186_5_181_V_F 40.83 1888 2638 1208 750 1.611 11.32
186831619 Sire_181803884 Dam_181801532 186_5_181_V_F 31.73 1726 2486 1136 760 1.495 -23.6
186831623 Sire_181803884 Dam_181806658 186_5_181_V_M 42.4 2396 3146 1365 750 1.82 39.28
186831631 Sire_181803884 Dam_181981460 186_5_181_V_F 35.24 1872 2712 1214 840 1.445 -64.17
186831633 Sire_181803884 Dam_181981460 186_5_181_V_F 34.6 1852 2532 1164 680 1.712 44.64
186831651 Sire_181808629 Dam_181565046 186_5_181_V_M 43.31 2250 2940 1178 690 1.707 -52.98
186831659 Sire_181808629 Dam_181802978 186_5_181_V_F 30.55 1638 2312 1081 674 1.604 29
186831661 Sire_181808629 Dam_181568009 186_5_181_V_F 34.35 1860 2482 1085 622 1.744 18.82
186831667 Sire_181808629 Dam_181802978 186_5_181_V_F 34.79 1688 2442 1157 754 1.534 14.08
186831681 Sire_181808629 Dam_181805611 186_5_181_V_F 39.31 1820 2306 939 486 1.932 14.43
186831703 Sire_181806676 Dam_181802139 186_5_181_V_M 42.51 2190 3104 1361 914 1.489 -44.71
186831717 Sire_181807126 Dam_181566687 186_5_181_V_F 36.83 1758 2448 1168 690 1.693 66.14
186831727 Sire_181807126 Dam_181802114 186_5_181_V_M 36.39 2146 3026 1345 880 1.528 -18.48
186831733 Sire_181980768 Dam_181565821 186_5_181_V_M 39.42 2218 3188 1471 970 1.516 8.89
186831771 Sire_181563547 Dam_181800797 186_5_181_V_F 39.64 1766 2288 961 522 1.841 17.54
186831805 Sire_180558985 Dam_180548754 186_5_180_Y_F 36.03 1838 2620 1028 782 1.315 -184.9
186831807 Sire_180558985 Dam_180548754 186_5_180_Y_F 38.2 2090 2778 1275 688 1.853 79.47
186831809 Sire_180558985 Dam_180548754 186_5_180_Y_F 37.87 2004 2476 903 472 1.913 -61.15
186831811 Sire_180558985 Dam_180555709 186_5_180_Y_F 41.84 1882 2652 1153 770 1.497 -61.09
186831821 Sire_180558985 Dam_180546874 186_5_180_Y_F 36.3 1886 2626 1133 740 1.531 -53.54
186831831 Sire_180547373 Dam_180545772 186_5_180_Y_F 36.14 1882 2460 870 578 1.505 -160.4
186831835 Sire_180547373 Dam_180561870 186_5_180_Y_F 35.54 1810 2566 1179 756 1.56 -0.96
186831843 Sire_180547373 Dam_180553335 186_5_180_Y_F 35.53 1810 2608 1201 798 1.505 -19.14
186831855 Sire_180547373 Dam_180561588 186_5_180_Y_M 43.37 2224 2952 1206 728 1.657 -49.94
186831859 Sire_180547373 Dam_180561719 186_5_180_Y_F 32.51 2056 2644 1154 588 1.963 63.91
186831879 Sire_180559794 Dam_180551288 186_5_180_Y_M 42.27 2362 3330 1378 968 1.424 -125
186831887 Sire_180559794 Dam_180553574 186_5_180_Y_M 41.84 2248 3090 1288 842 1.53 -73
186831891 Sire_180559794 Dam_180553574 186_5_180_Y_M 42.65 2366 3248 1390 882 1.576 -40.27
186831893 Sire_180559794 Dam_180553885 186_5_180_Y_F 39.17 1832 2550 1164 718 1.621 14.05
186831895 Sire_180559794 Dam_180553953 186_5_180_Y_F 35.88 1968 2656 1160 688 1.686 -0.41
186831901 Sire_180559794 Dam_180556555 186_5_180_Y_F 39.88 1814 2480 1096 666 1.646 0.98
186831903 Sire_180559794 Dam_180556555 186_5_180_Y_F 40.24 1902 2572 1169 670 1.745 44.81
186831907 Sire_180561468 Dam_180549094 186_5_180_Y_F 36.92 1902 2650 1141 748 1.525 -57.8
186831909 Sire_180561468 Dam_180549094 186_5_180_Y_F 41.41 1968 2804 1239 836 1.482 -62.98
186831911 Sire_180561468 Dam_180549321 186_5_180_Y_F 36.41 1960 2716 1238 756 1.638 14.85
186831915 Sire_180561468 Dam_180549321 186_5_180_Y_M 41.93 2190 2936 1177 746 1.578 -84.35
186831917 Sire_180561468 Dam_180550749 186_5_180_Y_F 38.16 1910 2340 879 430 2.044 -17.91
186831919 Sire_180561468 Dam_180550749 186_5_180_Y_M 39.08 2342 3170 1460 828 1.763 83.23
186831947 Sire_180553884 Dam_180545992 186_5_180_Y_M 39.36 2334 3304 1483 970 1.529 -13.42
186831955 Sire_180553884 Dam_180549498 186_5_180_Y_F 41.47 1980 2688 1204 708 1.701 21.01
186831967 Sire_180553884 Dam_180552126 186_5_180_Y_F 36.77 1856 2500 1130 644 1.755 43.93
186831985 Sire_180553884 Dam_180558390 186_5_180_Y_F 38.41 1810 2490 1060 680 1.559 -47.26
186831993 Sire_180553884 Dam_180559607 186_5_180_Y_F 33.32 1796 2448 1121 652 1.719 44.55
186832011 Sire_180551094 Dam_180551012 186_5_180_Y_F 36.56 1886 2522 1077 636 1.693 -10.06
186832019 Sire_180551094 Dam_180556722 186_5_180_Y_F 38.07 1928 2726 1244 798 1.559 -10.11
186832023 Sire_180551094 Dam_180557421 186_5_180_Y_F 39.27 2042 2766 1224 724 1.691 7.85
186832029 Sire_180562245 Dam_180545946 186_5_180_Y_M 40.8 2414 3438 1517 1024 1.481 -49.48
186832033 Sire_180562245 Dam_180546124 186_5_180_Y_M 39.87 2268 3154 1482 886 1.673 77.28
186832041 Sire_180562245 Dam_180558525 186_5_180_Y_F 35.94 1970 2588 1080 618 1.748 -14.02
186832061 Sire_180553222 Dam_180553661 186_5_180_Y_F 33.28 1910 2556 1039 646 1.608 -64.53
186832065 Sire_180553222 Dam_180553661 186_5_180_Y_M 41.5 2450 3322 1421 872 1.63 -25.53
186832067 Sire_180553222 Dam_180555931 186_5_180_Y_F 39.52 2206 3010 1322 804 1.644 -17.89
186832075 Sire_180553222 Dam_180561273 186_5_180_Y_M 42.76 2342 3290 1507 948 1.59 27.12
186832077 Sire_180553222 Dam_180548405 186_5_180_Y_F 42.91 1948 2640 1138 692 1.645 -20.48
186832095 Sire_180560009 Dam_180548638 186_5_180_Y_F 37.55 1984 2664 1157 680 1.701 -0.36
186832099 Sire_180560009 Dam_180549417 186_5_180_Y_F 34.18 1858 2344 1026 486 2.111 90.49
186832111 Sire_180560009 Dam_180553591 186_5_180_Y_F 32.41 1822 2518 1147 696 1.648 20.98
186832113 Sire_180560009 Dam_180553591 186_5_180_Y_F 38.41 1888 2528 1061 640 1.658 -30.46
186832121 Sire_180560009 Dam_180558860 186_5_180_Y_M 42.01 2238 3200 1446 962 1.503 -15.15
186832133 Sire_180550789 Dam_180546044 186_5_180_Y_M 41.57 2162 3028 1416 866 1.635 59.82
186832143 Sire_180550789 Dam_180548198 186_5_180_Y_F 35.54 1814 2380 913 566 1.613 -86.37
186832151 Sire_180550789 Dam_180552453 186_5_180_Y_F 36.55 1944 2606 1069 662 1.615 -59.63
186832177 Sire_180548654 Dam_180551013 186_5_180_Y_F 36.08 1964 2460 963 496 1.942 -12.59
186832185 Sire_180548654 Dam_180554931 186_5_180_Y_M 48.74 2400 3342 1516 942 1.609 24.12
186832187 Sire_180548654 Dam_180546543 186_5_180_Y_F 39.28 1974 2686 1183 712 1.662 -2.09
186832199 Sire_180548654 Dam_180559246 186_5_180_Y_F 33.86 1864 2568 1098 704 1.56 -47.77
186832203 Sire_180548654 Dam_180559677 186_5_180_Y_F 37.32 1938 2694 1248 756 1.651 31.18
186832211 Sire_180561663 Dam_180546284 186_5_180_Y_F 41.01 2028 2590 966 562 1.719 -91.15
186832233 Sire_180561663 Dam_180560885 186_5_180_Y_F 37.18 2006 2734 1274 728 1.75 64.39
186832239 Sire_180561663 Dam_180560885 186_5_180_Y_F 38.1 1766 2556 1215 790 1.538 15.18
186832243 Sire_180561663 Dam_180561570 186_5_180_Y_M 42.64 2240 2964 1196 724 1.652 -61.24
186832245 Sire_180561663 Dam_180562243 186_5_180_Y_F 35.92 1846 2428 1005 582 1.727 -18.89
186832261 Sire_180555927 Dam_180547380 186_5_180_Y_F 38.64 1844 2594 1389 750 1.852 204.99
186832278 Sire_180555927 Dam_180555835 186_5_180_Y_M 37.84 2182 3082 1547 900 1.719 155.69
186832287 Sire_180555927 Dam_180557316 186_5_180_Y_F 39.69 1946 2790 1323 844 1.568 19.7
186832289 Sire_180555927 Dam_180559188 186_5_180_Y_M 37.4 2156 2862 1289 706 1.826 72.07
186832303 Sire_180555837 Dam_180549066 186_5_180_Y_F 35.22 1964 2356 702 392 1.791 -174.1
186832323 Sire_180555837 Dam_180559810 186_5_180_Y_F 41.14 1910 2544 971 634 1.532 -121.1
186832333 Sire_180545766 Dam_180546621 186_5_180_Y_F 37.35 2004 2512 1088 508 2.142 89.41
186832335 Sire_180545766 Dam_180546621 186_5_180_Y_M 46.4 2542 3068 1055 526 2.006 -121.4
186832337 Sire_180545766 Dam_180553541 186_5_180_Y_M 42.03 2154 2798 1178 644 1.829 14.94
186832345 Sire_180545766 Dam_180555918 186_5_180_Y_F 40.11 1886 2488 1050 602 1.744 -4.53
186832373 Sire_180556566 Dam_180546840 186_5_180_Y_F 38.03 1968 2630 1190 662 1.798 54.46
186832379 Sire_180556566 Dam_180550695 186_5_180_Y_M 39.24 2246 3172 1424 926 1.538 -8.58
186832381 Sire_180556566 Dam_180550695 186_5_180_Y_F 28.24 1852 2458 955 606 1.576 -93.57
186832403 Sire_180556566 Dam_180557683 186_5_180_Y_M 44.73 2194 3148 1500 954 1.572 58.74
186832405 Sire_180555070 Dam_180546588 186_5_180_Y_F 35.55 1816 2356 978 540 1.811 2.93
186832407 Sire_180555070 Dam_180548390 186_5_180_Y_M 38.77 2236 2994 1244 758 1.641 -41.27
186832413 Sire_180555070 Dam_180549302 186_5_180_Y_F 34.04 1802 2436 1045 634 1.648 -15.96
186832419 Sire_180555070 Dam_180553926 186_5_180_Y_F 41.49 1838 2432 993 594 1.672 -40.06
186832421 Sire_180555070 Dam_180553926 186_5_180_Y_F 34.25 1850 2352 967 502 1.926 18.49
186832431 Sire_180555070 Dam_180556236 186_5_180_Y_F 35.88 1854 2526 1101 672 1.638 -11.28
186832441 Sire_180555070 Dam_180562511 186_5_180_Y_M 39.67 2358 3050 1339 692 1.935 74.35
186832463 Sire_180561006 Dam_180550973 186_5_180_Y_F 34.96 1884 2442 896 558 1.606 -115.9
186832493 Sire_180551289 Dam_180553159 186_5_180_Y_M 43.41 2198 3056 1404 858 1.636 44.04
186832505 Sire_180562737 Dam_180548152 186_5_180_Y_F 38.17 1824 2696 1148 872 1.317 -147
186832515 Sire_180562737 Dam_180553829 186_5_180_Y_F 36.67 1968 2620 1072 652 1.644 -53.97
186832519 Sire_180562737 Dam_180558311 186_5_180_Y_F 38.66 1944 2746 1167 802 1.455 -95.55
186832527 Sire_180562737 Dam_180561589 186_5_180_Y_F 36.45 1948 2800 1304 852 1.531 -7.53
186832529 Sire_179974208 Dam_179543775 186_5_179_M_M 44.84 2226 2924 1153 698 1.652 -77.76
186832531 Sire_179974208 Dam_179543775 186_5_179_M_F 35.57 1886 2478 1003 592 1.694 -41.97
186832539 Sire_179974208 Dam_179544335 186_5_179_M_F 37.76 1802 2416 1035 614 1.686 -6.83
186832547 Sire_179974208 Dam_179973814 186_5_179_M_F 34.9 2020 2660 1103 640 1.723 -26.46
186832559 Sire_179978993 Dam_179541269 186_5_179_M_F 37.26 1986 2760 1274 774 1.646 26.15
186832563 Sire_179978993 Dam_179544157 186_5_179_M_F 39.12 1998 2666 1145 668 1.714 -4.91
186832567 Sire_179978993 Dam_179979319 186_5_179_M_F 37.41 1884 2418 971 534 1.818 -17.91
186832569 Sire_179978993 Dam_179979727 186_5_179_M_F 40.75 1986 2468 1004 482 2.083 35.46
186832573 Sire_179544993 Dam_179974515 186_5_179_M_F 38.01 1998 2584 1081 586 1.845 9.53
186832595 Sire_179544993 Dam_179978726 186_5_179_M_F 36.78 1926 2516 1092 590 1.851 37.43
186832609 Sire_179543943 Dam_179968130 186_5_179_M_F 42.7 1902 2668 1185 766 1.547 -31.02
186832621 Sire_179543943 Dam_179978918 186_5_179_M_F 35.01 1836 2542 1077 706 1.525 -62.62
186832633 Sire_179979127 Dam_179542117 186_5_179_M_F 40.91 1914 2676 1309 762 1.718 93.35
186832639 Sire_179979127 Dam_179978282 186_5_179_M_F 41.23 2128 2580 980 452 2.168 -0.72
186832641 Sire_179972288 Dam_179544336 186_5_179_M_F 37.42 1912 2436 928 524 1.771 -59.41
186832643 Sire_179972288 Dam_179970740 186_5_179_M_F 37.68 1876 2532 1093 656 1.666 -10.31
186832653 Sire_179972288 Dam_179975954 186_5_179_M_F 37.06 2012 2792 1205 780 1.545 -56.08
186832655 Sire_179972288 Dam_179976872 186_5_179_M_F 39.5 1876 2582 1203 706 1.704 51.86
186832677 Sire_179544186 Dam_179973419 186_5_179_M_M 42.19 2392 3086 1356 694 1.954 79.58
186832685 Sire_179974186 Dam_179967928 186_5_179_M_F 35.75 1758 2494 1188 736 1.614 42.14
186832691 Sire_179974186 Dam_179970764 186_5_179_M_F 36.61 2050 2880 1418 830 1.708 98.15
186832693 Sire_179974186 Dam_179970814 186_5_179_M_F 37.41 1902 2524 1097 622 1.764 18.73
186832695 Sire_179974186 Dam_179970814 186_5_179_M_F 32.41 1818 2586 1141 768 1.486 -52.75
186832705 Sire_179974186 Dam_179975970 186_5_179_M_M 37.61 2210 3100 1292 890 1.452 -99
186832711 Sire_179974186 Dam_179976212 186_5_179_M_M 40.6 2260 3242 1504 982 1.532 19.16
186832719 Sire_179977396 Dam_179540839 186_5_179_M_F 38.88 2032 2558 1055 526 2.006 31.13
186832739 Sire_179977396 Dam_179973711 186_5_179_M_F 38.14 1858 2704 1067 846 1.261 -212.9
186832741 Sire_179977396 Dam_179976873 186_5_179_M_F 34.48 1816 2414 1034 598 1.729 3.45
186832779 Sire_179543417 Dam_179541675 186_5_179_M_M 40.86 2248 3044 1277 796 1.604 -44.47
186832789 Sire_179543417 Dam_179973437 186_5_179_M_M 44.29 2188 3308 1472 1120 1.314 -110.1
186832795 Sire_179544599 Dam_179544564 186_5_179_M_M 43.33 2380 3462 1447 1082 1.337 -159.3
186832817 Sire_179979546 Dam_179541669 186_5_179_M_M 45.74 2040 3124 1378 1084 1.271 -129.4
186832831 Sire_179979546 Dam_179973210 186_5_179_M_F 41.86 2064 2980 1356 916 1.48 -50.14
186832841 Sire_179979546 Dam_179968963 186_5_179_M_M 42.42 2214 2820 1104 606 1.822 -44.16
186832863 Sire_179979112 Dam_179973784 186_5_179_M_M 37.78 2296 3040 1243 744 1.671 -47.99
186832869 Sire_179979112 Dam_179974668 186_5_179_M_F 41.19 1782 2306 854 524 1.63 -95.98
186832871 Sire_179979112 Dam_179978962 186_5_179_M_M 38.87 2310 3120 1479 810 1.826 127.16
